,ad,count
5259,ad171798691845,6
5260,ad584115552308,6
5261,ad1666447310904,6
5262,ad1090921693216,6
5263,ad1185410973724,6
5264,ad274877906957,6
5265,ad1614907703315,6
5266,ad1022202216462,6
5267,ad755914244114,6
5268,ad747324309541,6
5269,ad1357209665552,6
5270,ad163208757263,6
5271,ad996432412687,6
5272,ad429496729608,6
5273,ad1185410973730,6
5274,ad472446402575,6
5275,ad1589137899532,6
5276,ad1047972020252,6
5277,ad1614907703327,6
5278,ad1529008357378,6
5279,ad532575944714,6
5280,ad223338299433,6
5281,ad206158430239,6
5282,ad738734374950,6
5283,ad824633720846,6
5284,ad1365799600151,6
5285,ad1477468749856,6
5286,ad34359738415,6
5287,ad523986010175,6
5288,ad1589137899538,6
5289,ad1391569403939,6
5290,ad1477468749893,6
5291,ad833223655431,6
5292,ad249108103190,6
5293,ad463856467973,6
5294,ad1623497637907,6
5295,ad120259084323,6
5296,ad1245540515862,6
5297,ad463856467977,6
5298,ad1709396983812,6
5299,ad1039382085694,6
5300,ad1176821039167,6
5301,ad1683627180096,6
5302,ad231928234002,6
5303,ad1202590842915,6
5304,ad987842478091,6
5305,ad68719476745,6
5306,ad403726925828,6
5307,ad489626271746,6
5308,ad352187318289,6
5309,ad1279900254241,6
5310,ad17179869204,6
5311,ad51539607605,6
5312,ad1039382085661,6
5313,ad1365799600185,6
5314,ad438086664233,6
5315,ad1563368095774,6
5316,ad1340029796352,6
5317,ad927712935938,6
5318,ad1202590842920,6
5319,ad274877907003,6
5320,ad1391569403946,6
5321,ad1340029796390,6
5322,ad146028888079,6
5323,ad455266533403,6
5324,ad1675037245454,6
5325,ad1529008357432,6
5326,ad377957122105,6
5327,ad927712935983,6
5328,ad1417339207700,6
5329,ad566935683081,6
5330,ad1571958030394,6
5331,ad274877906980,6
5332,ad1262720385038,6
5333,ad1683627180032,6
5334,ad249108103216,6
5335,ad1082331758651,6
5336,ad34359738432,6
5337,ad1047972020270,6
5338,ad592705486862,6
5339,ad1271310319645,6
5340,ad1254130450474,6
5341,ad635655159872,6
5342,ad1022202216495,6
5343,ad197568495641,6
5344,ad979252543519,6
5345,ad1047972020227,6
5346,ad953482739715,6
5347,ad1451698946064,6
5348,ad34359738399,6
5349,ad1649267441722,6
5350,ad1279900254214,6
5351,ad1168231104522,6
5352,ad1219770712111,6
5353,ad1142461300783,6
5354,ad1700807049266,6
5355,ad1357209665599,6
5356,ad1537598292014,6
5357,ad678604832806,6
5358,ad1176821039136,6
5359,ad309237645366,6
5360,ad962072674361,6
5361,ad1005022347293,6
5362,ad343597383708,6
5363,ad1262720385035,6
5364,ad1228360646703,6
5365,ad532575944753,6
5366,ad678604832783,6
5367,ad901943132183,6
5368,ad51539607595,6
5369,ad180388626445,6
5370,ad987842478088,6
5371,ad463856468011,6
5372,ad1194000908288,6
5373,ad274877906987,6
5374,ad1554778161214,6
5375,ad936302870565,6
5376,ad1279900254227,6
5377,ad472446402605,6
5378,ad1133871366175,6
5379,ad463856467995,6
5380,ad171798691877,6
5381,ad1013612281870,6
5382,ad1692217114651,6
5383,ad206158430225,6
5384,ad1417339207722,6
5385,ad704374636581,6
5386,ad1245540515856,6
5387,ad1692217114669,6
5388,ad1236950581267,6
5389,ad223338299394,6
5390,ad1314259992591,6
5391,ad412316860462,6
5392,ad1425929142278,6
5393,ad77309411337,6
5394,ad1511828488192,6
5395,ad1271310319658,6
5396,ad1520418422813,6
5397,ad790273982508,6
5398,ad1700807049289,6
5399,ad1700807049282,6
5400,ad180388626489,6
5401,ad1013612281912,6
5402,ad1554778161186,6
5403,ad884763262983,6
5404,ad1073741824040,6
5405,ad1365799600188,6
5406,ad498216206398,6
5407,ad25769803793,6
5408,ad1073741824061,6
5409,ad1477468749887,6
5410,ad1486058684426,6
5411,ad1090921693225,6
5412,ad317827579959,6
5413,ad1245540515896,6
5414,ad455266533426,6
5415,ad231928234013,6
5416,ad1700807049239,6
5417,ad575525617694,6
5418,ad1305670058043,6
5419,ad1348619730947,6
5420,ad764504178704,6
5421,ad532575944743,6
5422,ad730144440347,6
5423,ad910533066781,6
5424,ad970662608951,6
5425,ad644245094400,6
5426,ad283467841566,6
5427,ad274877907010,6
5428,ad1408749273141,6
5429,ad1683627180061,6
5430,ad317827579923,6
5431,ad1116691497012,6
5432,ad1683627180064,6
5433,ad1357209665544,6
5434,ad1297080123401,6
5435,ad1709396983816,6
5436,ad841813590066,6
5437,ad627065225263,6
5438,ad1039382085660,6
5439,ad1460288880646,6
5440,ad1262720385055,6
5441,ad1219770712084,6
5442,ad712964571162,6
5443,ad618475290635,6
5444,ad1236950581305,6
5445,ad549755813904,6
5446,ad953482739720,6
5447,ad395136991291,6
5448,ad798863917115,6
5449,ad901943132184,6
5450,ad1151051235360,6
5451,ad738734374954,6
5452,ad1176821039115,6
5453,ad1357209665601,6
5454,ad1494648619057,6
5455,ad1486058684475,6
5456,ad489626271780,6
5457,ad764504178761,6
5458,ad601295421506,6
5459,ad1503238553619,6
5460,ad1271310319675,6
5461,ad214748364829,6
5462,ad1297080123441,6
5463,ad1700807049225,6
5464,ad128849018929,6
5465,ad1434519076871,6
5466,ad171798691868,6
5467,ad1374389534755,6
5468,ad1554778161213,6
5469,ad910533066824,6
5470,ad1056561954828,6
5471,ad652835029010,6
5472,ad360777252921,6
5473,ad635655159863,6
5474,ad1185410973749,6
5475,ad566935683072,6
5476,ad523986010141,6
5477,ad1082331758660,6
5478,ad609885356058,6
5479,ad455266533440,6
5480,ad1374389534754,6
5481,ad1297080123395,6
5482,ad25769803816,6
5483,ad1176821039151,6
5484,ad292057776164,6
5485,ad833223655493,6
5486,ad429496729629,6
5487,ad1374389534724,6
5488,ad1400159338556,6
5489,ad103079215161,6
5490,ad549755813936,6
5491,ad893353197599,6
5492,ad395136991308,6
5493,ad1125281431601,6
5494,ad403726925878,6
5495,ad644245094408,6
5496,ad51539607581,6
5497,ad1305670058023,6
5498,ad1211180777528,6
5499,ad1288490188838,6
5500,ad498216206364,6
5501,ad395136991250,6
5502,ad549755813932,6
5503,ad609885356070,6
5504,ad1511828488198,6
5505,ad1675037245473,6
5506,ad1228360646657,6
5507,ad197568495629,6
5508,ad944892805171,6
5509,ad1202590842924,6
5510,ad919123001351,6
5511,ad747324309548,6
5512,ad1649267441704,6
5513,ad1125281431590,6
5514,ad1443109011457,6
5515,ad1468878815284,6
5516,ad77309411380,6
5517,ad489626271752,6
5518,ad146028888132,6
5519,ad816043786256,6
5520,ad206158430255,6
5521,ad910533066796,6
5522,ad1606317768746,6
5523,ad627065225260,6
5524,ad1365799600174,6
5525,ad1666447310899,6
5526,ad1632087572494,5
5527,ad609885356034,5
5528,ad386547056651,5
5529,ad1322849927207,5
5530,ad1348619730968,5
5531,ad257698037791,5
5532,ad25769803832,5
5533,ad841813590029,5
5534,ad1082331758630,5
5535,ad1700807049253,5
5536,ad17179869187,5
5537,ad781684047913,5
5538,ad274877906972,5
5539,ad326417514525,5
5540,ad1125281431606,5
5541,ad1099511627779,5
5542,ad1288490188851,5
5543,ad309237645351,5
5544,ad970662608953,5
5545,ad1194000908325,5
5546,ad103079215134,5
5547,ad1168231104565,5
5548,ad1649267441668,5
5549,ad1357209665539,5
5550,ad824633720847,5
5551,ad1486058684469,5
5552,ad1194000908340,5
5553,ad910533066830,5
5554,ad257698037769,5
5555,ad420906795075,5
5556,ad687194767362,5
5557,ad841813590046,5
5558,ad1073741824011,5
5559,ad1288490188827,5
5560,ad335007449123,5
5561,ad944892805125,5
5562,ad558345748543,5
5563,ad532575944705,5
5564,ad987842478142,5
5565,ad472446402621,5
5566,ad627065225241,5
5567,ad352187318302,5
5568,ad609885356042,5
5569,ad1116691497000,5
5570,ad438086664193,5
5571,ad420906795029,5
5572,ad644245094437,5
5573,ad773094113310,5
5574,ad352187318316,5
5575,ad1228360646682,5
5576,ad919123001389,5
5577,ad1151051235390,5
5578,ad1675037245456,5
5579,ad240518168583,5
5580,ad1374389534753,5
5581,ad481036337176,5
5582,ad1116691496989,5
5583,ad154618822707,5
5584,ad1486058684459,5
5585,ad240518168605,5
5586,ad60129542184,5
5587,ad687194767381,5
5588,ad197568495665,5
5589,ad489626271784,5
5590,ad103079215159,5
5591,ad85899345927,5
5592,ad1477468749865,5
5593,ad1039382085639,5
5594,ad824633720875,5
5595,ad1400159338539,5
5596,ad1082331758608,5
5597,ad919123001383,5
5598,ad1065151889461,5
5599,ad1305670058051,5
5600,ad704374636563,5
5601,ad1288490188803,5
5602,ad1683627180095,5
5603,ad188978561059,5
5604,ad137438953497,5
5605,ad1073741824020,5
5606,ad223338299449,5
5607,ad274877906978,5
5608,ad1666447310873,5
5609,ad764504178712,5
5610,ad970662608929,5
5611,ad919123001348,5
5612,ad1039382085647,5
5613,ad979252543554,5
5614,ad1468878815246,5
5615,ad68719476743,5
5616,ad1279900254237,5
5617,ad858993459262,5
5618,ad1219770712087,5
5619,ad1331439861788,5
5620,ad326417514545,5
5621,ad1468878815251,5
5622,ad231928234040,5
5623,ad317827579937,5
5624,ad944892805163,5
5625,ad1185410973706,5
5626,ad541165879339,5
5627,ad46,5
5628,ad1657857376297,5
5629,ad188978561030,5
5630,ad1468878815238,5
5631,ad377957122064,5
5632,ad472446402599,5
5633,ad876173328443,5
5634,ad764504178723,5
5635,ad1675037245480,5
5636,ad936302870529,5
5637,ad56,5
5638,ad695784701980,5
5639,ad738734374952,5
5640,ad1425929142294,5
5641,ad609885356066,5
5642,ad317827579919,5
5643,ad1683627180051,5
5644,ad1194000908326,5
5645,ad910533066759,5
5646,ad42949673010,5
5647,ad549755813942,5
5648,ad910533066763,5
5649,ad858993459253,5
5650,ad68719476766,5
5651,ad137438953508,5
5652,ad1391569403911,5
5653,ad300647710722,5
5654,ad936302870550,5
5655,ad944892805120,5
5656,ad738734374921,5
5657,ad188978561094,5
5658,ad1623497637916,5
5659,ad1039382085655,5
5660,ad953482739753,5
5661,ad858993459234,5
5662,ad68719476775,5
5663,ad1443109011496,5
5664,ad712964571174,5
5665,ad438086664199,5
5666,ad103079215125,5
5667,ad1580547964949,5
5668,ad987842478133,5
5669,ad1580547964965,5
5670,ad188978561091,5
5671,ad51539607552,5
5672,ad901943132189,5
5673,ad17179869207,5
5674,ad1571958030356,5
5675,ad68719476774,5
5676,ad1331439861798,5
5677,ad1279900254257,5
5678,ad764504178762,5
5679,ad747324309504,5
5680,ad309237645345,5
5681,ad1305670057993,5
5682,ad1194000908310,5
5683,ad618475290645,5
5684,ad214748364821,5
5685,ad283467841540,5
5686,ad420906795054,5
5687,ad395136991233,5
5688,ad51539607594,5
5689,ad154618822672,5
5690,ad687194767361,5
5691,ad1571958030376,5
5692,ad1614907703332,5
5693,ad1245540515870,5
5694,ad1692217114628,5
5695,ad1692217114632,5
5696,ad652835029042,5
5697,ad1640677507080,5
5698,ad1554778161166,5
5699,ad790273982505,5
5700,ad1262720385039,5
5701,ad188978561060,5
5702,ad455266533431,5
5703,ad721554505743,5
5704,ad1382979469327,5
5705,ad85899345959,5
5706,ad1494648619045,5
5707,ad816043786269,5
5708,ad343597383707,5
5709,ad661424963613,5
5710,ad1623497637909,5
5711,ad1683627180062,5
5712,ad833223655473,5
5713,ad1503238553643,5
5714,ad1425929142312,5
5715,ad755914244107,5
5716,ad154618822683,5
5717,ad1580547964991,5
5718,ad1640677507122,5
5719,ad420906795043,5
5720,ad1468878815263,5
5721,ad893353197585,5
5722,ad962072674360,5
5723,ad171798691842,5
5724,ad687194767370,5
5725,ad858993459215,5
5726,ad1194000908341,5
5727,ad128849018911,5
5728,ad1073741824053,5
5729,ad386547056678,5
5730,ad1649267441720,5
5731,ad927712935989,5
5732,ad137438953505,5
5733,ad833223655476,5
5734,ad670014898184,5
5735,ad738734374912,5
5736,ad249108103183,5
5737,ad1245540515899,5
5738,ad1185410973701,5
5739,ad1503238553632,5
5740,ad472446402616,5
5741,ad1400159338514,5
5742,ad343597383715,5
5743,ad1202590842881,5
5744,ad1494648619053,5
5745,ad343597383726,5
5746,ad146028888099,5
5747,ad360777252937,5
5748,ad1211180777517,5
5749,ad1486058684434,5
5750,ad1692217114646,5
5751,ad730144440339,5
5752,ad1692217114649,5
5753,ad979252543514,5
5754,ad833223655433,5
5755,ad1623497637945,5
5756,ad231928234045,5
5757,ad730144440330,5
5758,ad1314259992577,5
5759,ad1554778161208,5
5760,ad1331439861823,5
5761,ad51539607589,5
5762,ad1675037245497,5
5763,ad223338299431,5
5764,ad1082331758650,5
5765,ad1133871366183,5
5766,ad1125281431613,5
5767,ad42949672994,5
5768,ad352187318333,5
5769,ad798863917102,5
5770,ad85899345979,5
5771,ad1099511627830,5
5772,ad128849018898,5
5773,ad1632087572504,5
5774,ad214748364856,5
5775,ad343597383727,5
5776,ad463856467980,5
5777,ad1468878815237,5
5778,ad335007449115,5
5779,ad446676598837,5
5780,ad180388626443,5
5781,ad884763263027,5
5782,ad1340029796356,5
5783,ad403726925881,5
5784,ad489626271762,5
5785,ad188978561049,5
5786,ad274877907014,5
5787,ad1159641169976,5
5788,ad618475290636,5
5789,ad1529008357402,5
5790,ad197568495616,5
5791,ad601295421493,5
5792,ad266287972352,5
5793,ad489626271806,5
5794,ad1211180777487,5
5795,ad1151051235370,5
5796,ad317827579907,5
5797,ad884763263007,5
5798,ad1082331758601,5
5799,ad429496729609,5
5800,ad34359738387,5
5801,ad721554505751,5
5802,ad1580547964934,5
5803,ad764504178693,5
5804,ad970662608959,5
5805,ad335007449111,5
5806,ad446676598835,5
5807,ad1288490188810,5
5808,ad17179869220,5
5809,ad1675037245476,5
5810,ad326417514519,5
5811,ad1271310319683,5
5812,ad369367187499,5
5813,ad274877906967,5
5814,ad506806140978,5
5815,ad1297080123446,5
5816,ad197568495653,5
5817,ad240518168616,5
5818,ad1288490188804,5
5819,ad1434519076884,5
5820,ad781684047893,5
5821,ad1425929142283,5
5822,ad893353197600,5
5823,ad1606317768760,5
5824,ad77309411338,5
5825,ad1288490188829,5
5826,ad1047972020281,5
5827,ad1047972020287,5
5828,ad257698037761,5
5829,ad1683627180098,5
5830,ad996432412684,5
5831,ad884763263005,5
5832,ad1297080123447,5
5833,ad1348619730995,5
5834,ad1357209665577,5
5835,ad377957122079,5
5836,ad1503238553626,5
5837,ad1125281431563,5
5838,ad1400159338496,5
5839,ad420906795051,5
5840,ad1022202216480,5
5841,ad704374636558,5
5842,ad403726925874,5
5843,ad592705486879,5
5844,ad1211180777502,5
5845,ad1494648619033,5
5846,ad1288490188830,5
5847,ad1125281431574,5
5848,ad472446402588,5
5849,ad635655159877,5
5850,ad1408749273111,5
5851,ad94489280551,5
5852,ad146028888102,5
5853,ad403726925827,5
5854,ad584115552264,5
5855,ad438086664209,5
5856,ad412316860421,5
5857,ad1400159338509,5
5858,ad592705486897,5
5859,ad833223655483,5
5860,ad352187318292,5
5861,ad523986010178,5
5862,ad721554505760,5
5863,ad1176821039166,5
5864,ad274877906996,5
5865,ad721554505774,5
5866,ad858993459205,5
5867,ad1408749273091,5
5868,ad979252543532,5
5869,ad1520418422828,5
5870,ad137438953501,5
5871,ad1322849927196,5
5872,ad695784701982,5
5873,ad1580547964961,5
5874,ad274877906944,5
5875,ad489626271789,5
5876,ad309237645363,5
5877,ad609885356078,5
5878,ad1632087572511,5
5879,ad584115552284,5
5880,ad1142461300789,5
5881,ad1013612281866,5
5882,ad369367187502,5
5883,ad274877906963,5
5884,ad1529008357379,5
5885,ad1047972020279,5
5886,ad618475290652,5
5887,ad910533066795,5
5888,ad1073741824010,5
5889,ad1099511627798,5
5890,ad1529008357416,5
5891,ad1125281431557,5
5892,ad1108101562377,5
5893,ad103079215135,5
5894,ad515396075534,5
5895,ad360777252891,5
5896,ad678604832811,5
5897,ad206158430242,5
5898,ad764504178747,5
5899,ad1537598291990,5
5900,ad1357209665579,5
5901,ad171798691878,5
5902,ad472446402579,5
5903,ad1340029796395,5
5904,ad283467841594,5
5905,ad601295421442,5
5906,ad910533066774,5
5907,ad1503238553637,5
5908,ad489626271796,5
5909,ad463856468018,5
5910,ad1314259992609,5
5911,ad489626271761,5
5912,ad549755813923,5
5913,ad1649267441678,5
5914,ad395136991310,5
5915,ad944892805188,5
5916,ad979252543524,5
5917,ad704374636606,5
5918,ad1606317768716,5
5919,ad1649267441713,5
5920,ad558345748491,5
5921,ad377957122058,5
5922,ad566935683125,5
5923,ad1425929142317,5
5924,ad446676598811,5
5925,ad1151051235383,5
5926,ad292057776148,5
5927,ad1554778161193,5
5928,ad781684047914,5
5929,ad1683627180066,5
5930,ad1348619730961,5
5931,ad51539607582,5
5932,ad8589934629,5
5933,ad1082331758625,5
5934,ad429496729645,5
5935,ad970662608908,5
5936,ad1546188226593,5
5937,ad257698037795,5
5938,ad644245094406,5
5939,ad429496729619,5
5940,ad601295421488,5
5941,ad68719476793,5
5942,ad1425929142336,5
5943,ad1511828488205,5
5944,ad197568495623,5
5945,ad1357209665589,5
5946,ad360777252936,5
5947,ad197568495624,5
5948,ad17179869217,5
5949,ad695784702012,5
5950,ad206158430251,5
5951,ad197568495642,5
5952,ad463856467997,5
5953,ad34359738412,5
5954,ad111669149710,5
5955,ad292057776140,5
5956,ad695784701974,5
5957,ad996432412714,5
5958,ad1400159338523,5
5959,ad455266533436,5
5960,ad919123001366,5
5961,ad154618822704,5
5962,ad214748364805,5
5963,ad1640677507076,5
5964,ad163208757272,5
5965,ad738734374932,5
5966,ad498216206401,5
5967,ad395136991239,5
5968,ad111669149728,5
5969,ad352187318324,5
5970,ad1606317768761,5
5971,ad833223655494,5
5972,ad1090921693202,5
5973,ad807453851673,5
5974,ad1125281431567,5
5975,ad773094113345,5
5976,ad1425929142295,5
5977,ad386547056663,5
5978,ad953482739741,5
5979,ad1288490188801,5
5980,ad962072674330,5
5981,ad1314259992579,5
5982,ad1417339207703,5
5983,ad171798691858,5
5984,ad695784701955,5
5985,ad893353197642,5
5986,ad1382979469367,5
5987,ad257698037818,5
5988,ad1047972020241,5
5989,ad1288490188817,5
5990,ad773094113341,5
5991,ad1073741824006,5
5992,ad1271310319618,5
5993,ad171798691864,5
5994,ad824633720878,5
5995,ad1168231104563,5
5996,ad893353197591,5
5997,ad609885356055,5
5998,ad1477468749844,5
5999,ad558345748512,5
6000,ad292057776151,5
6001,ad429496729623,5
6002,ad429496729656,5
6003,ad309237645361,5
6004,ad1408749273124,5
6005,ad53,5
6006,ad386547056670,5
6007,ad627065225250,5
6008,ad1451698946076,5
6009,ad1649267441697,5
6010,ad1108101562398,5
6011,ad489626271745,5
6012,ad1245540515873,5
6013,ad25,5
6014,ad326417514526,5
6015,ad858993459200,5
6016,ad747324309519,5
6017,ad1254130450483,5
6018,ad1245540515863,5
6019,ad1434519076913,5
6020,ad704374636564,5
6021,ad395136991289,5
6022,ad1047972020248,5
6023,ad1082331758615,5
6024,ad1357209665561,5
6025,ad128849018934,5
6026,ad352187318317,5
6027,ad1357209665578,5
6028,ad1202590842928,5
6029,ad1340029796367,5
6030,ad188978561058,5
6031,ad377957122100,5
6032,ad51539607561,5
6033,ad601295421478,5
6034,ad910533066766,5
6035,ad979252543562,5
6036,ad283467841579,5
6037,ad8589934619,5
6038,ad876173328424,5
6039,ad1443109011486,5
6040,ad206158430260,5
6041,ad627065225266,4
6042,ad429496729649,4
6043,ad68719476740,4
6044,ad1082331758639,4
6045,ad1142461300779,4
6046,ad1365799600170,4
6047,ad910533066809,4
6048,ad841813590050,4
6049,ad77309411345,4
6050,ad652835029043,4
6051,ad223338299443,4
6052,ad704374636594,4
6053,ad541165879298,4
6054,ad137438953532,4
6055,ad360777252908,4
6056,ad601295421448,4
6057,ad1675037245468,4
6058,ad240518168608,4
6059,ad386547056682,4
6060,ad1082331758634,4
6061,ad1305670058016,4
6062,ad188978561043,4
6063,ad635655159846,4
6064,ad936302870570,4
6065,ad377957122048,4
6066,ad609885356043,4
6067,ad1391569403950,4
6068,ad1202590842918,4
6069,ad1520418422821,4
6070,ad996432412709,4
6071,ad987842478092,4
6072,ad412316860452,4
6073,ad601295421455,4
6074,ad1408749273155,4
6075,ad1022202216496,4
6076,ad412316860432,4
6077,ad1443109011479,4
6078,ad1365799600165,4
6079,ad1511828488202,4
6080,ad1271310319651,4
6081,ad764504178721,4
6082,ad1546188226618,4
6083,ad120259084329,4
6084,ad103079215164,4
6085,ad1245540515885,4
6086,ad901943132205,4
6087,ad446676598838,4
6088,ad1279900254230,4
6089,ad472446402583,4
6090,ad369367187477,4
6091,ad953482739725,4
6092,ad1090921693235,4
6093,ad180388626477,4
6094,ad1322849927182,4
6095,ad532575944719,4
6096,ad1056561954847,4
6097,ad1511828488227,4
6098,ad266287972381,4
6099,ad1425929142343,4
6100,ad764504178708,4
6101,ad575525617674,4
6102,ad352187318286,4
6103,ad1305670058018,4
6104,ad429496729614,4
6105,ad1554778161200,4
6106,ad1374389534761,4
6107,ad266287972375,4
6108,ad1365799600147,4
6109,ad377957122119,4
6110,ad704374636559,4
6111,ad944892805159,4
6112,ad807453851683,4
6113,ad206158430241,4
6114,ad584115552268,4
6115,ad60129542153,4
6116,ad34359738411,4
6117,ad1451698946070,4
6118,ad515396075550,4
6119,ad1400159338512,4
6120,ad1571958030372,4
6121,ad1228360646696,4
6122,ad816043786263,4
6123,ad704374636601,4
6124,ad1236950581286,4
6125,ad60129542189,4
6126,ad1211180777526,4
6127,ad919123001404,4
6128,ad377957122054,4
6129,ad163208757286,4
6130,ad1202590842896,4
6131,ad1580547964967,4
6132,ad1340029796378,4
6133,ad962072674367,4
6134,ad1151051235367,4
6135,ad1417339207686,4
6136,ad755914244101,4
6137,ad1571958030384,4
6138,ad1692217114643,4
6139,ad858993459238,4
6140,ad1340029796392,4
6141,ad17179869210,4
6142,ad1546188226574,4
6143,ad1460288880662,4
6144,ad515396075532,4
6145,ad1022202216452,4
6146,ad687194767373,4
6147,ad188978561076,4
6148,ad919123001375,4
6149,ad652835029035,4
6150,ad231928233988,4
6151,ad1005022347323,4
6152,ad1254130450439,4
6153,ad8589934621,4
6154,ad1683627180078,4
6155,ad1133871366184,4
6156,ad644245094443,4
6157,ad575525617695,4
6158,ad1700807049248,4
6159,ad1477468749841,4
6160,ad1082331758603,4
6161,ad1537598292001,4
6162,ad1451698946100,4
6163,ad1279900254229,4
6164,ad1305670058011,4
6165,ad438086664238,4
6166,ad1443109011494,4
6167,ad317827579906,4
6168,ad438086664250,4
6169,ad352187318319,4
6170,ad1563368095792,4
6171,ad816043786246,4
6172,ad618475290650,4
6173,ad1640677507112,4
6174,ad1683627180065,4
6175,ad1099511627809,4
6176,ad807453851672,4
6177,ad180388626466,4
6178,ad223338299430,4
6179,ad352187318290,4
6180,ad910533066831,4
6181,ad1460288880683,4
6182,ad1185410973699,4
6183,ad1022202216490,4
6184,ad171798691892,4
6185,ad1391569403917,4
6186,ad901943132201,4
6187,ad704374636568,4
6188,ad171798691904,4
6189,ad360777252926,4
6190,ad1511828488216,4
6191,ad532575944752,4
6192,ad335007449099,4
6193,ad206158430237,4
6194,ad231928234049,4
6195,ad592705486861,4
6196,ad352187318277,4
6197,ad240518168588,4
6198,ad68719476759,4
6199,ad798863917091,4
6200,ad858993459267,4
6201,ad343597383747,4
6202,ad1554778161187,4
6203,ad489626271773,4
6204,ad1047972020284,4
6205,ad1022202216468,4
6206,ad678604832795,4
6207,ad1520418422837,4
6208,ad1314259992612,4
6209,ad1443109011502,4
6210,ad970662608904,4
6211,ad1116691497003,4
6212,ad764504178694,4
6213,ad996432412680,4
6214,ad1168231104544,4
6215,ad1185410973723,4
6216,ad644245094461,4
6217,ad446676598802,4
6218,ad712964571186,4
6219,ad687194767397,4
6220,ad1151051235362,4
6221,ad137438953488,4
6222,ad51539607593,4
6223,ad1211180777497,4
6224,ad34359738402,4
6225,ad1571958030362,4
6226,ad1606317768722,4
6227,ad1580547964957,4
6228,ad1537598291980,4
6229,ad1314259992614,4
6230,ad1400159338538,4
6231,ad1099511627782,4
6232,ad858993459255,4
6233,ad206158430228,4
6234,ad1382979469323,4
6235,ad369367187481,4
6236,ad1683627180033,4
6237,ad292057776189,4
6238,ad266287972385,4
6239,ad1477468749881,4
6240,ad1546188226612,4
6241,ad481036337194,4
6242,ad1657857376260,4
6243,ad1700807049259,4
6244,ad292057776153,4
6245,ad601295421485,4
6246,ad438086664229,4
6247,ad1039382085696,4
6248,ad352187318323,4
6249,ad876173328408,4
6250,ad360777252938,4
6251,ad1116691496975,4
6252,ad1039382085690,4
6253,ad377957122112,4
6254,ad824633720891,4
6255,ad223338299440,4
6256,ad103079215153,4
6257,ad1219770712089,4
6258,ad953482739755,4
6259,ad1357209665567,4
6260,ad764504178743,4
6261,ad1494648619058,4
6262,ad773094113337,4
6263,ad1013612281907,4
6264,ad1391569403930,4
6265,ad592705486911,4
6266,ad1151051235384,4
6267,ad627065225228,4
6268,ad944892805137,4
6269,ad541165879334,4
6270,ad1065151889439,4
6271,ad1245540515860,4
6272,ad1554778161212,4
6273,ad1039382085641,4
6274,ad1503238553659,4
6275,ad369367187459,4
6276,ad249108103187,4
6277,ad343597383686,4
6278,ad858993459260,4
6279,ad1159641169965,4
6280,ad1554778161196,4
6281,ad592705486867,4
6282,ad532575944751,4
6283,ad996432412674,4
6284,ad309237645357,4
6285,ad850403524614,4
6286,ad1494648619038,4
6287,ad1194000908324,4
6288,ad1391569403910,4
6289,ad446676598823,4
6290,ad1262720385061,4
6291,ad1666447310861,4
6292,ad1176821039141,4
6293,ad816043786276,4
6294,ad360777252909,4
6295,ad678604832807,4
6296,ad1614907703343,4
6297,ad979252543515,4
6298,ad1692217114626,4
6299,ad944892805130,4
6300,ad936302870579,4
6301,ad1700807049277,4
6302,ad34359738404,4
6303,ad34359738381,4
6304,ad206158430234,4
6305,ad790273982470,4
6306,ad1425929142327,4
6307,ad867583393804,4
6308,ad326417514528,4
6309,ad231928233996,4
6310,ad1297080123406,4
6311,ad489626271809,4
6312,ad25769803801,4
6313,ad1365799600160,4
6314,ad798863917118,4
6315,ad601295421483,4
6316,ad317827579955,4
6317,ad1288490188823,4
6318,ad1090921693220,4
6319,ad94489280548,4
6320,ad300647710773,4
6321,ad1692217114673,4
6322,ad111669149758,4
6323,ad1314259992637,4
6324,ad420906795026,4
6325,ad515396075547,4
6326,ad987842478086,4
6327,ad412316860438,4
6328,ad240518168622,4
6329,ad936302870554,4
6330,ad609885356083,4
6331,ad1142461300795,4
6332,ad1443109011493,4
6333,ad1116691497006,4
6334,ad1623497637895,4
6335,ad403726925847,4
6336,ad1176821039135,4
6337,ad231928234017,4
6338,ad403726925885,4
6339,ad395136991283,4
6340,ad111669149706,4
6341,ad1503238553657,4
6342,ad798863917107,4
6343,ad678604832814,4
6344,ad1649267441677,4
6345,ad1331439861794,4
6346,ad721554505772,4
6347,ad833223655430,4
6348,ad154618822700,4
6349,ad283467841563,4
6350,ad352187318308,4
6351,ad1047972020271,4
6352,ad1185410973715,4
6353,ad188978561079,4
6354,ad1365799600176,4
6355,ad317827579967,4
6356,ad283467841597,4
6357,ad1408749273144,4
6358,ad1297080123439,4
6359,ad575525617708,4
6360,ad146028888103,4
6361,ad1443109011488,4
6362,ad1030792151073,4
6363,ad1640677507104,4
6364,ad953482739762,4
6365,ad292057776194,4
6366,ad1606317768723,4
6367,ad472446402625,4
6368,ad137438953529,4
6369,ad1666447310860,4
6370,ad1262720385031,4
6371,ad377957122074,4
6372,ad609885356035,4
6373,ad1211180777507,4
6374,ad25769803809,4
6375,ad1382979469355,4
6376,ad1288490188842,4
6377,ad592705486890,4
6378,ad68719476783,4
6379,ad146028888112,4
6380,ad17179869225,4
6381,ad438086664228,4
6382,ad360777252933,4
6383,ad893353197587,4
6384,ad1520418422836,4
6385,ad1159641169935,4
